phi,subsystem,etaBefore,etaAfter,X0Before,X0After,deltaX0,deltaLambdaI,topVolume,topVolumeDeltaX0
1.5707963267949,OHCAL,-0.775,-0.77,18.29386834,17.37311472,-0.9207536239,-0.09700158482,av_14_impr_1_OuterHCalChimneySector_Steel_pv_0,-0.91993881
1.5707963267949,OHCAL,-1.01,-1.005,19.56564647,20.47039184,0.9047453693,0.09435447066,av_14_impr_1_OuterHCalChimneySector_Steel_pv_0,0.9058815025
1.5707963267949,OHCAL,-0.68,-0.675,44.11847653,43.2240326,-0.8944439271,-0.09446506275,av_14_impr_1_OuterHCalChimneySector_Steel_pv_0,-0.8931781812
1.5707963267949,OHCAL,0.67,0.675,43.22628098,44.12053771,0.8942567248,0.09444847043,av_14_impr_1_OuterHCalChimneySector_Steel_pv_0,0.8929848351
0,OHCAL,-0.68,-0.675,44.11079484,43.22290157,-0.8878932712,-0.0937757477,av_13_impr_23_OuterHCalSector_Steel_pv_0,-0.8866317136
0,OHCAL,0.67,0.675,43.22659981,44.11431277,0.887712959,0.09376195562,av_13_impr_23_OuterHCalSector_Steel_pv_0,0.8864410694
1.5707963267949,OHCAL,0.935,0.94,46.3716862,47.23764886,0.8659626621,0.09396938674,av_14_impr_1_OuterHCalChimneySector_Steel_pv_0,0.8596720471
1.5707963267949,OHCAL,-0.97,-0.965,19.93632902,20.80009286,0.8637638445,0.09008411941,av_14_impr_1_OuterHCalChimneySector_Steel_pv_0,0.864841363
1.5707963267949,OHCAL,-0.94,-0.935,21.76586198,20.92243741,-0.8434245717,-0.08899795559,av_14_impr_1_OuterHCalChimneySector_Steel_pv_0,-0.8423898776
1.5707963267949,OHCAL,1.02,1.025,45.87016428,45.03270174,-0.8374625354,-0.0873380243,av_14_impr_1_OuterHCalChimneySector_Steel_pv_0,-0.8385134232
1.5707963267949,OHCAL,1,1.005,46.29597457,45.48387767,-0.8120969001,-0.0874686043,av_14_impr_1_OuterHCalChimneySector_Steel_pv_0,-0.807519306
0,OHCAL,0.33,0.335,36.53787181,37.34624213,0.8083703186,0.08510314841,av_13_impr_23_OuterHCalSector_Steel_pv_0,0.8077735705
1.5707963267949,OHCAL,0.33,0.335,36.53786013,37.34595765,0.8080975191,0.08507452867,av_14_impr_1_OuterHCalChimneySector_Steel_pv_0,0.807500771
0,OHCAL,-0.34,-0.335,37.34590427,36.5378773,-0.8080269657,-0.08506712683,av_13_impr_23_OuterHCalSector_Steel_pv_0,-0.8074302176
1.5707963267949,OHCAL,-0.34,-0.335,37.3456128,36.53785855,-0.8077542532,-0.0850385162,av_14_impr_1_OuterHCalChimneySector_Steel_pv_0,-0.8071575051
0,OHCAL,0.91,0.915,44.38465077,43.60186719,-0.7827835769,-0.0814095734,av_13_impr_23_OuterHCalSector_Steel_pv_0,-0.7842215856
1.5707963267949,OHCAL,0.91,0.915,44.38465077,43.60186719,-0.7827835769,-0.0814095734,av_14_impr_1_OuterHCalChimneySector_Steel_pv_0,-0.7842215856
0,OHCAL,-0.92,-0.915,43.60577107,44.38838678,0.7826157144,0.08138524663,av_13_impr_23_OuterHCalSector_Steel_pv_0,0.7840672638
1.5707963267949,OHCAL,-0.945,-0.94,22.53653728,21.76586198,-0.770675294,-0.08136924357,av_14_impr_1_OuterHCalChimneySector_Steel_pv_0,-0.7696335282
1.5707963267949,OHCAL,0.96,0.965,45.86980158,45.09993564,-0.7698659391,-0.08000416515,av_14_impr_1_OuterHCalChimneySector_Steel_pv_0,-0.7714051626
1.5707963267949,OHCAL,-0.71,-0.705,44.88149154,45.64770221,0.7662106627,0.07972082164,av_14_impr_1_OuterHCalChimneySector_Steel_pv_0,0.7675479983
1.5707963267949,OHCAL,0.7,0.705,45.64748757,44.88146085,-0.76602672,-0.07970152397,av_14_impr_1_OuterHCalChimneySector_Steel_pv_0,-0.7673640555
0,OHCAL,-0.71,-0.705,43.63596781,44.39931345,0.7633456429,0.07942024875,av_13_impr_23_OuterHCalSector_Steel_pv_0,0.7646829785
0,OHCAL,0.7,0.705,44.39912889,43.63596781,-0.7631610748,-0.07940088548,av_13_impr_23_OuterHCalSector_Steel_pv_0,-0.7644984104
1.5707963267949,OHCAL,0.48,0.485,38.71432794,39.43097223,0.7166442957,0.0756213587,av_14_impr_1_OuterHCalChimneySector_Steel_pv_0,0.7157626591
0,OHCAL,0.48,0.485,38.71433374,39.43097789,0.716644148,0.0756213432,av_13_impr_23_OuterHCalSector_Steel_pv_0,0.7157625113
1.5707963267949,OHCAL,-0.49,-0.485,39.42718141,38.71054617,-0.7166352385,-0.07561619382,av_14_impr_1_OuterHCalChimneySector_Steel_pv_0,-0.7157620992
0,OHCAL,-0.49,-0.485,39.42719294,38.71055774,-0.7166352005,-0.07561618263,av_13_impr_23_OuterHCalSector_Steel_pv_0,-0.7157620757
1.5707963267949,OHCAL,0.665,0.67,42.60746592,43.22628098,0.6188150594,0.06554617953,av_14_impr_1_OuterHCalChimneySector_Steel_pv_0,0.6175539644
1.5707963267949,OHCAL,-0.675,-0.67,43.2240326,42.6054116,-0.6186210007,-0.06552279914,av_14_impr_1_OuterHCalChimneySector_Steel_pv_0,-0.6173659975
1.5707963267949,OHCAL,-1.05,-1.045,13.91327627,14.51399396,0.600717695,0.06274151664,av_14_impr_1_OuterHCalChimneySector_Steel_pv_0,0.6012833082
1.5707963267949,OHCAL,-0.035,-0.03,34.62298727,35.17947731,0.5564900391,0.05835624092,av_14_impr_1_OuterHCalChimneySector_Steel_pv_0,0.5565421348
1.5707963267949,OHCAL,0.025,0.03,35.1819169,34.62542767,-0.5564892309,-0.05835597477,av_14_impr_1_OuterHCalChimneySector_Steel_pv_0,-0.5565416923
1.5707963267949,OHCAL,-0.54,-0.535,39.72782238,40.24657869,0.5187563108,0.05393696683,av_14_impr_1_OuterHCalChimneySector_Steel_pv_0,0.5197369982
1.5707963267949,OHCAL,0.53,0.535,40.24636211,39.72783531,-0.5185268024,-0.0539128888,av_14_impr_1_OuterHCalChimneySector_Steel_pv_0,-0.5195074897
1.5707963267949,MAGNET,-1.04,-1.035,5.126775646,4.750479495,-0.3762961514,-0.05014358195,BusbarD,-0.2629395716
1.5707963267949,MAGNET,-1.06,-1.055,4.752935951,5.012435675,0.2594997237,0.02375248028,BusbarD,0.2605701805
1.5707963267949,MAGNET,-1.08,-1.075,1.152267999,1.367020077,0.214752078,0.02781373559,BusbarD,0.1559378909
1.5707963267949,MAGNET,-1.015,-1.01,0.9480944727,1.142484099,0.1943896265,0.04446273157,CONNECTOR,0.1936095042
1.5707963267949,MAGNET,-0.95,-0.945,2.510504488,2.699807667,0.1893031795,0.04329930876,CRYOSTAT,0.1956741674
0,MAGNET,-0.95,-0.945,2.510504488,2.699807667,0.1893031795,0.04329930876,CRYOSTAT,0.1956741674
1.5707963267949,MAGNET,0.94,0.945,2.699777137,2.510474052,-0.1893030853,-0.0432992872,CRYOSTAT,-0.1956740731
0,MAGNET,0.94,0.945,2.699777137,2.510474052,-0.1893030853,-0.0432992872,CRYOSTAT,-0.1956740731
1.5707963267949,MAGNET,-0.96,-0.955,2.319319457,2.503376062,0.1840566053,0.04209926005,COILSUP,0.1776353141
0,MAGNET,-0.96,-0.955,2.319319457,2.503376062,0.1840566053,0.04209926005,COILSUP,0.1776353141
1.5707963267949,MAGNET,0.975,0.98,2.369078759,2.192940603,-0.1761381561,-0.04028807348,COIL,-0.1730273994
0,MAGNET,0.975,0.98,2.369078759,2.192940603,-0.1761381561,-0.04028807348,COIL,-0.1730273994
0,MAGNET,-0.965,-0.96,2.143575685,2.319319457,0.1757437712,0.04019786584,COILSUP,0.1772021442
1.5707963267949,MAGNET,-0.965,-0.96,2.143575685,2.319319457,0.1757437712,0.04019786584,COILSUP,0.1772021442
0,MAGNET,0.98,0.985,2.192940603,2.017216084,-0.1757245189,-0.04019346227,COIL,-0.1726738683
1.5707963267949,MAGNET,0.98,0.985,2.192940603,2.017216084,-0.1757245189,-0.04019346227,COIL,-0.1726738683
1.5707963267949,MAGNET,0.985,0.99,2.017216084,1.841885973,-0.1753301109,-0.04010324934,COIL,-0.1723387339
0,MAGNET,0.985,0.99,2.017216084,1.841885973,-0.1753301109,-0.04010324934,COIL,-0.1723387339
1.5707963267949,MAGNET,0.99,0.995,1.841885973,1.666931361,-0.1749546117,-0.04001736142,COIL,-0.1720216933
0,MAGNET,0.99,0.995,1.841885973,1.666931361,-0.1749546117,-0.04001736142,COIL,-0.1720216933
0,MAGNET,-0.975,-0.97,1.796107319,1.97092885,0.174821531,0.03998692186,COIL,0.1726894935
0,MAGNET,-0.98,-0.975,1.621709694,1.796107319,0.1743976247,0.0398899618,COIL,0.1723128186
0,MAGNET,1,1.005,1.493070603,1.318809495,-0.1742611084,-0.03985873644,COILSUP,-0.1734509633
1.5707963267949,MAGNET,1,1.005,1.493070603,1.318809495,-0.1742611084,-0.03985873644,COILSUP,-0.1734509633
0,MAGNET,-0.985,-0.98,1.447716549,1.621709694,0.1739931449,0.03979744514,COIL,0.1719549367
1.5707963267949,MAGNET,1.005,1.01,1.318809495,1.144869024,-0.1739404704,-0.03978539691,COILSUP,-0.1731603481
0,MAGNET,1.005,1.01,1.318809495,1.144869024,-0.1739404704,-0.03978539691,COILSUP,-0.1731603481
1.5707963267949,MAGNET,0.995,1,1.666931361,1.493070603,-0.1738607578,-0.03976716426,COILSUP,-0.1698457387
0,MAGNET,0.995,1,1.666931361,1.493070603,-0.1738607578,-0.03976716426,COILSUP,-0.1698457387
0,MAGNET,1.01,1.015,1.144869024,0.9712314825,-0.1736375419,-0.03971610809,COILSUP,-0.1728871004
1.5707963267949,MAGNET,1.01,1.015,1.144869024,0.9712314825,-0.1736375419,-0.03971610809,COILSUP,-0.1728871004
0,MAGNET,-0.995,-0.99,1.101608674,1.274851923,0.1732432485,0.03962592139,COILSUP,0.1723409065
1.5707963267949,MAGNET,-0.985,-0.98,1.706177676,1.879199461,0.1730217843,0.03957526588,COIL,0.1719549367
0,MAGNET,-1,-0.995,0.9287135899,1.101608674,0.1728950846,0.03954628586,COILSUP,0.1720238374
0,MAGNET,-0.99,-0.985,1.274851923,1.447716549,0.172864626,0.03953931907,COIL,0.1476116755
0,MAGNET,-0.97,-0.965,1.97092885,2.143575685,0.1726468359,0.03948950395,COILSUP,0.148187947
1.5707963267949,MAGNET,-0.97,-0.965,1.97092885,2.143575685,0.1726468359,0.03948950395,COILSUP,0.148187947
1.5707963267949,MAGNET,-0.995,-0.99,1.362031932,1.534290873,0.1722589405,0.03940078064,COILSUP,0.1723409065
1.5707963267949,MAGNET,-1,-0.995,1.190127666,1.362031932,0.1719042659,0.03931965595,COILSUP,0.1720238374
1.5707963267949,MAGNET,-0.99,-0.985,1.534290873,1.706177676,0.1718868039,0.03931566187,COIL,0.1476116755
0,MAGNET,-1.085,-1.08,0.984545077,1.152267999,0.167722922,0.03836325733,CRYOSTAT,0.167722922
0,MAGNET,1.075,1.08,1.152239623,0.9845167675,-0.1677228558,-0.03836324217,CRYOSTAT,-0.1677228558
1.5707963267949,MAGNET,1.075,1.08,1.152239623,0.9845167675,-0.1677228558,-0.03836324217,CRYOSTAT,-0.1677228558
0,MAGNET,-1.09,-1.085,0.8169635522,0.984545077,0.1675815247,0.03833091552,CRYOSTAT,0.1675815247
0,MAGNET,1.08,1.085,0.9845167675,0.8169353082,-0.1675814593,-0.03833090056,CRYOSTAT,-0.1675814593
1.5707963267949,MAGNET,1.08,1.085,0.9845167675,0.8169353082,-0.1675814593,-0.03833090056,CRYOSTAT,-0.1675814593
0,MAGNET,-1.095,-1.09,0.6495090142,0.8169635522,0.167454538,0.03830186986,CRYOSTAT,0.167454538
1.5707963267949,MAGNET,1.085,1.09,0.8169353082,0.6494808348,-0.1674544734,-0.03830185508,CRYOSTAT,-0.1674544734
0,MAGNET,1.085,1.09,0.8169353082,0.6494808348,-0.1674544734,-0.03830185508,CRYOSTAT,-0.1674544734
0,MAGNET,-1.1,-1.095,0.4821672508,0.6495090142,0.1673417634,0.03827607491,CRYOSTAT,0.1673417634
0,MAGNET,1.09,1.095,0.6494808348,0.4821391352,-0.1673416996,-0.03827606032,CRYOSTAT,-0.1673416996
1.5707963267949,MAGNET,1.09,1.095,0.6494808348,0.4821391352,-0.1673416996,-0.03827606032,CRYOSTAT,-0.1673416996
1.5707963267949,MAGNET,1.095,1.1,0.4821391352,0.3148961912,-0.1672429441,-0.03825347198,CRYOSTAT,-0.1672429441
0,MAGNET,1.095,1.1,0.4821391352,0.3148961912,-0.1672429441,-0.03825347198,CRYOSTAT,-0.1672429441
1.5707963267949,IHCAL,1.095,1.1,1.956431005,1.789856387,-0.1665746187,-0.1027496838,av_7_impr_500_InnerHCalTile12_EJ200_pv_23,-0.04920655339
0,IHCAL,1.095,1.1,1.956431005,1.789856387,-0.1665746187,-0.1027496838,av_7_impr_372_InnerHCalTile12_EJ200_pv_23,-0.04920655339
1.5707963267949,MAGNET,-1.1,-1.095,0.7648042839,0.9310195938,0.1662153099,0.03801842125,CRYOSTAT,0.1673417634
1.5707963267949,IHCAL,-0.815,-0.81,1.750375893,1.591435665,-0.158940228,-0.03654964811,av_8_impr_31_InnerHCalSectorNoEndPlate_Aluminum_pv_0,-0.154041826
0,IHCAL,-0.815,-0.81,1.750375893,1.591435665,-0.158940228,-0.03654964811,av_8_impr_23_InnerHCalSectorNoEndPlate_Aluminum_pv_0,-0.154041826
1.5707963267949,MAGNET,0.97,0.975,2.522953443,2.369078759,-0.1538746842,-0.03519575044,COILSUP,-0.1529862519
0,MAGNET,0.97,0.975,2.522953443,2.369078759,-0.1538746842,-0.03519575044,COILSUP,-0.1529862519
1.5707963267949,IHCAL,-0.82,-0.815,1.602149748,1.750375893,0.1482261444,0.03370704363,av_8_impr_31_InnerHCalSectorNoEndPlate_Aluminum_pv_0,0.1531614637
0,IHCAL,-0.82,-0.815,1.602149748,1.750375893,0.1482261444,0.03370704363,av_8_impr_23_InnerHCalSectorNoEndPlate_Aluminum_pv_0,0.1531614637
0,MAGNET,-1.055,-1.05,1.206598711,1.352696853,0.1460981419,0.03341702221,THERM,0.1471346418
1.5707963267949,MAGNET,1.045,1.05,1.352668062,1.206598711,-0.1460693505,-0.03341043677,THERM,-0.1471058504
0,MAGNET,1.045,1.05,1.352668062,1.206598711,-0.1460693505,-0.03341043677,THERM,-0.1471058504
1.5707963267949,IHCAL,0.245,0.25,1.205059717,1.350504867,0.1454451496,0.03535137212,av_8_impr_31_InnerHCalSectorNoEndPlate_Aluminum_pv_0,0.1386275835
0,IHCAL,0.245,0.25,1.205059717,1.350504867,0.1454451496,0.03535137212,av_8_impr_23_InnerHCalSectorNoEndPlate_Aluminum_pv_0,0.1386275835
0,IHCAL,-0.255,-0.25,1.350391935,1.205116845,-0.1452750895,-0.0352866679,av_8_impr_23_InnerHCalSectorNoEndPlate_Aluminum_pv_0,-0.1385259078
1.5707963267949,IHCAL,-0.255,-0.25,1.350391935,1.205116845,-0.1452750895,-0.0352866679,av_8_impr_31_InnerHCalSectorNoEndPlate_Aluminum_pv_0,-0.1385259078
1.5707963267949,IHCAL,0.805,0.81,1.591796652,1.734525013,0.1427283612,0.03284150846,av_8_impr_31_InnerHCalSectorNoEndPlate_Aluminum_pv_0,0.1378299411
0,IHCAL,0.805,0.81,1.591796652,1.734525013,0.1427283612,0.03284150846,av_8_impr_23_InnerHCalSectorNoEndPlate_Aluminum_pv_0,0.1378299411
0,TPC,-0.01,-0.005,0.2452384611,0.1059704834,-0.1392679777,-0.01808144347,,0
1.5707963267949,TPC,-0.01,-0.005,0.2452384611,0.1059704834,-0.1392679777,-0.01808144347,,0
0,TPC,0,0.005,0.1059704834,0.2452070804,0.139236597,0.018063492,,0
1.5707963267949,TPC,0,0.005,0.1059704834,0.2452070804,0.139236597,0.018063492,,0
1.5707963267949,MAGNET,-1.055,-1.05,5.012435675,5.143685731,0.131250056,0.03204958118,THERM,0.1471346418
1.5707963267949,IHCAL,0.825,0.83,1.703024044,1.825406232,0.1223821881,0.03048839191,av_8_impr_31_InnerHCalSectorNoEndPlate_Aluminum_pv_0,0.1111706331
0,IHCAL,0.825,0.83,1.703024044,1.825406232,0.1223821881,0.03048839191,av_8_impr_23_InnerHCalSectorNoEndPlate_Aluminum_pv_0,0.1111706331
1.5707963267949,MAGNET,-1.095,-1.09,0.9310195938,1.04587665,0.1148570561,0.0262712499,CRYOSTAT,0.167454538
1.5707963267949,MAGNET,1.025,1.03,1.137533783,1.251862454,0.1143286704,0.02615039225,CRYOSTAT,0.1141734397
0,MAGNET,1.025,1.03,1.137533783,1.251862454,0.1143286704,0.02615039225,CRYOSTAT,0.1141734397
0,MAGNET,-1.035,-1.03,1.251842405,1.1375139,-0.1143285045,-0.0261503543,CRYOSTAT,-0.1141732738
0,MAGNET,-1.04,-1.035,1.365198984,1.251842405,-0.1133565798,-0.02592804601,CRYOSTAT,-0.1131967134
1.5707963267949,MAGNET,1.03,1.035,1.251862454,1.365198984,0.1133365307,0.02592346018,CRYOSTAT,0.1131766643
0,MAGNET,1.03,1.035,1.251862454,1.365198984,0.1133365307,0.02592346018,CRYOSTAT,0.1131766643
1.5707963267949,MAGNET,1.02,1.025,1.025548554,1.137533783,0.1119852288,0.02561437696,CRYOSTAT,0.1118346631
0,MAGNET,1.02,1.025,1.025548554,1.137533783,0.1119852288,0.02561437696,CRYOSTAT,0.1118346631
0,MAGNET,-1.03,-1.025,1.1375139,1.025528835,-0.1119850652,-0.02561433954,CRYOSTAT,-0.1118344995
1.5707963267949,MAGNET,-1.085,-1.08,1.041718432,1.152267999,0.110549567,0.02528599809,CRYOSTAT,0.167722922
1.5707963267949,TPC,0.005,0.01,0.2452070804,0.1372608763,-0.1079462041,-0.03418431524,,0
0,TPC,0.005,0.01,0.2452070804,0.1372608763,-0.1079462041,-0.03418431524,,0
0,TPC,-0.015,-0.01,0.1381612442,0.2452384611,0.1070772168,0.03384590534,,0
1.5707963267949,TPC,-0.015,-0.01,0.1381612442,0.2452384611,0.1070772168,0.03384590534,,0
1.5707963267949,IHCAL,0.83,0.835,1.825406232,1.720074174,-0.1053320586,-0.02388998962,av_8_impr_31_InnerHCalSectorNoEndPlate_Aluminum_pv_0,-0.1104149463
0,IHCAL,0.83,0.835,1.825406232,1.720074174,-0.1053320586,-0.02388998962,av_8_impr_23_InnerHCalSectorNoEndPlate_Aluminum_pv_0,-0.1104149463
0,IHCAL,-0.83,-0.825,1.701129387,1.596412448,-0.1047169388,-0.0259762637,av_8_impr_23_InnerHCalSectorNoEndPlate_Aluminum_pv_0,-0.0948052655
1.5707963267949,IHCAL,-0.83,-0.825,1.701129387,1.596412448,-0.1047169388,-0.0259762637,av_8_impr_31_InnerHCalSectorNoEndPlate_Aluminum_pv_0,-0.0948052655
0,MAGNET,-1.025,-1.02,1.025528835,0.9215893159,-0.103939519,-0.02377408207,CRYOSTAT,-0.1037936481
1.5707963267949,MAGNET,0.91,0.915,2.54758803,2.64844847,0.1008604407,0.02306980462,COILSUP,0.09433342281
0,MAGNET,0.91,0.915,2.54758803,2.64844847,0.1008604407,0.02306980462,COILSUP,0.09433342281
1.5707963267949,IHCAL,-0.84,-0.835,1.719118166,1.618521616,-0.10059655,-0.02321205287,av_8_impr_31_InnerHCalSectorNoEndPlate_Aluminum_pv_0,-0.09551364953
0,IHCAL,-0.84,-0.835,1.719118166,1.618521616,-0.10059655,-0.02321205287,av_8_impr_23_InnerHCalSectorNoEndPlate_Aluminum_pv_0,-0.09551364953
1.5707963267949,MAGNET,0.905,0.91,2.448410715,2.54758803,0.09917731504,0.02268482335,COILSUP,0.09269532151
0,MAGNET,0.905,0.91,2.448410715,2.54758803,0.09917731504,0.02268482335,COILSUP,0.09269532151
1.5707963267949,TPC,-0.02,-0.015,0.04149036192,0.1381612442,0.09667088233,0.02112294723,,0
0,TPC,-0.02,-0.015,0.04149036192,0.1381612442,0.09667088233,0.02112294723,,0
0,TPC,0.01,0.015,0.1372608763,0.04149036192,-0.0957705144,-0.02076658586,,0
1.5707963267949,TPC,0.01,0.015,0.1372608763,0.04149036192,-0.0957705144,-0.02076658586,,0
1.5707963267949,MAGNET,0.9,0.905,2.352870286,2.448410715,0.09554042835,0.0218529584,COILSUP,0.08910329714
0,MAGNET,0.9,0.905,2.352870286,2.448410715,0.09554042835,0.0218529584,COILSUP,0.08910329714
1.5707963267949,MAGNET,-0.895,-0.89,2.542981842,2.447568076,-0.09541376573,-0.02182398686,COILSUP,-0.08911026041
0,MAGNET,-0.895,-0.89,2.542981842,2.447568076,-0.09541376573,-0.02182398686,COILSUP,-0.08911026041
1.5707963267949,MAGNET,-0.89,-0.885,2.447568076,2.353711602,-0.09385647426,-0.02146778765,COILSUP,-0.08759719425
0,MAGNET,-0.89,-0.885,2.447568076,2.353711602,-0.09385647426,-0.02146778765,COILSUP,-0.08759719425
1.5707963267949,IHCAL,-0.295,-0.29,1.234999229,1.3287697,0.09377047079,0.02138442257,av_8_impr_31_InnerHCalSectorNoEndPlate_Aluminum_pv_0,0.09537573726
0,IHCAL,-0.295,-0.29,1.234999229,1.3287697,0.09377047079,0.02138442257,av_8_impr_23_InnerHCalSectorNoEndPlate_Aluminum_pv_0,0.09537573726
0,IHCAL,0.285,0.29,1.328446321,1.234984768,-0.09346155223,-0.02131376364,av_8_impr_23_InnerHCalSectorNoEndPlate_Aluminum_pv_0,-0.09505943719
1.5707963267949,IHCAL,0.285,0.29,1.328446321,1.234984768,-0.09346155223,-0.02131376364,av_8_impr_31_InnerHCalSectorNoEndPlate_Aluminum_pv_0,-0.09505943719
1.5707963267949,IHCAL,0.835,0.84,1.720074174,1.628760998,-0.09131317522,-0.02068196556,av_8_impr_31_InnerHCalSectorNoEndPlate_Aluminum_pv_0,-0.09557901879
0,IHCAL,0.835,0.84,1.720074174,1.628760998,-0.09131317522,-0.02068196556,av_8_impr_23_InnerHCalSectorNoEndPlate_Aluminum_pv_0,-0.09557901879
1.5707963267949,MAGNET,-0.9,-0.895,2.633897919,2.542981842,-0.09091607727,-0.02079523076,COILSUP,-0.08456818906
0,MAGNET,-0.9,-0.895,2.633897919,2.542981842,-0.09091607727,-0.02079523076,COILSUP,-0.08456818906
1.5707963267949,IHCAL,-0.845,-0.84,1.628882242,1.719118166,0.09023592367,0.02043556586,av_8_impr_31_InnerHCalSectorNoEndPlate_Aluminum_pv_0,0.09459980501
0,IHCAL,-0.845,-0.84,1.628882242,1.719118166,0.09023592367,0.02043556586,av_8_impr_23_InnerHCalSectorNoEndPlate_Aluminum_pv_0,0.09459980501
1.5707963267949,MAGNET,-0.98,-0.975,1.879199461,1.964120853,0.08492139263,0.01942406678,COIL,0.1723128186
0,IHCAL,-0.835,-0.83,1.618521616,1.701129387,0.08260777106,0.01636694634,av_8_impr_23_InnerHCalSectorNoEndPlate_Aluminum_pv_0,0.09390533742
1.5707963267949,IHCAL,-0.835,-0.83,1.618521616,1.701129387,0.08260777106,0.01636694634,av_8_impr_31_InnerHCalSectorNoEndPlate_Aluminum_pv_0,0.09390533742
0,TPC,1.095,1.1,0.07163012665,0.1524075898,0.08077746315,0.01659385043,,0
1.5707963267949,TPC,1.095,1.1,0.07163012665,0.1524075898,0.08077746315,0.01659385043,,0
1.5707963267949,MAGNET,-1.02,-1.015,1.023250815,0.9480944727,-0.07515634236,-0.003300037184,BusbarD,-0.1016614992
1.5707963267949,MAGNET,1.07,1.075,1.211082186,1.152239623,-0.05884256276,-0.01345905705,CRYOSTAT,-0.05884256276
0,MAGNET,1.07,1.075,1.211082186,1.152239623,-0.05884256276,-0.01345905705,CRYOSTAT,-0.05884256276
0,MAGNET,-1.08,-1.075,1.152267999,1.211082186,0.05881418707,0.01345256668,CRYOSTAT,0.05881418707
1.5707963267949,IHCAL,0.255,0.26,1.393097649,1.337465893,-0.05563175596,-0.01266770086,av_8_impr_31_InnerHCalSectorNoEndPlate_Aluminum_pv_0,-0.05506388468
0,IHCAL,0.255,0.26,1.393097649,1.337465893,-0.05563175596,-0.01266770086,av_8_impr_23_InnerHCalSectorNoEndPlate_Aluminum_pv_0,-0.05506388468
1.5707963267949,IHCAL,-0.265,-0.26,1.337771615,1.39333077,0.055559155,0.01265109484,av_8_impr_31_InnerHCalSectorNoEndPlate_Aluminum_pv_0,0.05507247267
0,IHCAL,-0.265,-0.26,1.337771615,1.39333077,0.055559155,0.01265109484,av_8_impr_23_InnerHCalSectorNoEndPlate_Aluminum_pv_0,0.05507247267
0,MAGNET,1.015,1.02,0.9712314825,1.025548554,0.05431707195,0.01242394172,CRYOSTAT,0.1038133676
1.5707963267949,MAGNET,1.015,1.02,0.9712314825,1.025548554,0.05431707195,0.01242394172,CRYOSTAT,0.1038133676
