phi,eta,subsystem,volume,sumX0,sumLambdaI
0,-1.075,IHCAL,av_7_impr_376_InnerHCalTile12_EJ200_pv_22,0.0451286504295577,0.027118267856839
0,-1.075,IHCAL,av_8_impr_23_InnerHCalSectorNoEndPlate_Aluminum_pv_0,0.158805329937279,0.0363235368351183
0,-1.075,IHCAL,av_8_impr_24_InnerHCalSectorNoEndPlate_Aluminum_pv_0,1.56343060486113,0.357603420409465
0,-1.075,MAGNET,CRYOINT,1.53905555078798e-27,2.77221299278835e-27
0,-1.075,MAGNET,CRYOSTAT,1.21108218608902,0.277010780520619
0,-1.075,OHCAL,HCAL_SPT_N1_0,1.4448934251862,0.330490415991074
0,-1.075,OHCAL,OHCal,7.91221483734735e-26,1.4251821360572e-25
0,-1.075,OHCAL,av_10_impr_448_OuterHCalTile12_EJ200_pv_22,0.134359844827547,0.0807382056976009
0,-1.075,OHCAL,av_10_impr_450_OuterHCalTile12_EJ200_pv_22,0.148221972141125,0.0890680998552377
0,-1.075,OHCAL,av_13_impr_23_OuterHCalSector_Steel_pv_0,33.2831400225098,3.49177670444371
0,-1.07,EMCAL,CEMC_0,1.87426020879223e-27,3.37599802685472e-27
0,-1.07,EMCAL,CEMC_0_Tower771_fiber_Tower771,0.00281730632430227,0.00292217686819139
0,-1.07,EMCAL,CEMC_0_Tower772_fiber_Tower772,0.00355998773559548,0.00369250362385728
0,-1.07,EMCAL,CEMC_0_Tower_771,7.54036061546529,0.276917745621259
0,-1.07,EMCAL,CEMC_0_Tower_772,12.9136720114703,0.474251182864421
0,-1.07,EMCAL,CEMC_0_Tower_Lightguide_771_0_0,0.0619241652488242,0.0642292113254635
0,-1.07,EMCAL,CEMC_0_fiber_core_Tower771,0.0176977841796381,0.0106347796197693
0,-1.07,EMCAL,CEMC_0_fiber_core_Tower772,0.0247754810651452,0.0148878401062621
0,-1.07,EMCAL,CEMC_0_sec0,2.51966594605053e-26,4.5385305745146e-26
0,-1.07,EMCAL,CEMC_ELECTRONICS_0,0.153980025338094,0.059729359999175
0,-1.07,EMCAL,CEMC_SPT_0,0.465082943726049,0.0490725340196749
0,-1.07,IHCAL,IHCalEnvelope,2.76036735852623e-26,4.97209230183886e-26
0,-1.07,IHCAL,av_7_impr_370_InnerHCalTile12_EJ200_pv_22,0.0498097243666433,0.0299311730883327
0,-1.07,IHCAL,av_7_impr_372_InnerHCalTile12_EJ200_pv_22,0.048048155287068,0.0288726282018019
0,-1.07,IHCAL,av_7_impr_374_InnerHCalTile12_EJ200_pv_22,0.0464339440163279,0.0279026321305524
0,-1.07,IHCAL,av_7_impr_376_InnerHCalTile12_EJ200_pv_22,0.0449508650891825,0.0270114348264819
0,-1.07,IHCAL,av_8_impr_23_InnerHCalSectorNoEndPlate_Aluminum_pv_0,0.158179798341273,0.0361804590179062
0,-1.07,IHCAL,av_8_impr_24_InnerHCalSectorNoEndPlate_Aluminum_pv_0,1.57770992078434,0.360869527775771
0,-1.07,MAGNET,CRYOINT,3.92699747597155e-27,7.07347660060849e-27
0,-1.07,MAGNET,CRYOSTAT,1.20991110926026,0.276742920163897
0,-1.07,OHCAL,HCAL_SPT_N1_0,1.38311240203409,0.316359245009198
0,-1.07,OHCAL,OHCal,7.94084870467563e-26,1.43033979128288e-25
0,-1.07,OHCAL,av_10_impr_448_OuterHCalTile12_EJ200_pv_22,0.133830531176063,0.0804201357078139
0,-1.07,OHCAL,av_10_impr_450_OuterHCalTile12_EJ200_pv_22,0.14763804832516,0.0887172140587734
0,-1.07,OHCAL,av_13_impr_23_OuterHCalSector_Steel_pv_0,34.3946187371599,3.60838335515862
0,-1.065,EMCAL,CEMC_0,1.86689417159401e-27,3.36273000412753e-27
0,-1.065,EMCAL,CEMC_0_Tower771_fiber_Tower771,0.00235565621188732,0.00244334243401568
0,-1.065,EMCAL,CEMC_0_Tower772_fiber_Tower772,0.00439136673104999,0.00455482961527002
0,-1.065,EMCAL,CEMC_0_Tower_771,6.00640851737242,0.220583761272599
0,-1.065,EMCAL,CEMC_0_Tower_772,13.2337804189952,0.486007079311124
0,-1.065,EMCAL,CEMC_0_Tower_Lightguide_771_0_0,0.061900091790271,0.0642042417638952
0,-1.065,EMCAL,CEMC_0_fiber_core_Tower771,0.0248509018951697,0.0149331612548256
0,-1.065,EMCAL,CEMC_0_fiber_core_Tower772,0.0338962054130437,0.0203685767017599
0,-1.065,EMCAL,CEMC_0_sec0,2.50047991033371e-26,4.5039718625389e-26
0,-1.065,EMCAL,CEMC_ELECTRONICS_0,0.153374867852969,0.0594946174135319
0,-1.065,EMCAL,CEMC_SPT_0,0.463255119474287,0.0488796738664773
0,-1.065,IHCAL,IHCalEnvelope,2.74951862314274e-26,4.95255109348545e-26
0,-1.065,IHCAL,av_7_impr_370_InnerHCalTile12_EJ200_pv_22,0.049613966978851,0.0298135404707699
0,-1.065,IHCAL,av_7_impr_372_InnerHCalTile12_EJ200_pv_22,0.0478593210486354,0.0287591557755357
0,-1.065,IHCAL,av_7_impr_374_InnerHCalTile12_EJ200_pv_22,0.0462514537957706,0.0277929718895476
0,-1.065,IHCAL,av_7_impr_376_InnerHCalTile12_EJ200_pv_22,0.0447742035227757,0.0269052770834024
0,-1.065,IHCAL,av_8_impr_23_InnerHCalSectorNoEndPlate_Aluminum_pv_0,0.157558220238035,0.0360382854829386
0,-1.065,IHCAL,av_8_impr_24_InnerHCalSectorNoEndPlate_Aluminum_pv_0,1.57150941747261,0.359451286898535
0,-1.065,MAGNET,CRYOINT,6.31709187822694e-27,1.13786173426244e-26
0,-1.065,MAGNET,CRYOSTAT,1.20877336944915,0.276482684981905
0,-1.065,OHCAL,HCAL_SPT_N1_0,1.18085160760871,0.270096141500567
0,-1.065,OHCAL,OHCal,7.65162522012281e-26,1.37824361442387e-25
0,-1.065,OHCAL,av_10_impr_448_OuterHCalTile12_EJ200_pv_22,0.133304563294829,0.0801040762256082
0,-1.065,OHCAL,av_10_impr_450_OuterHCalTile12_EJ200_pv_22,0.147057815468092,0.0883685461972813
0,-1.065,OHCAL,av_13_impr_23_OuterHCalSector_Steel_pv_0,35.8010476944995,3.75593361232702
0,-1.065,OHCAL,av_15_impr_1_HCalRing_alum_1_pv_4,0.166585760879354,0.0381031544967494
0,-1.06,EMCAL,CEMC_0,1.85957480684731e-27,3.34954604982558e-27
0,-1.06,EMCAL,CEMC_0_Tower771_fiber_Tower771,0.000648546010559027,0.000672687287734943
0,-1.06,EMCAL,CEMC_0_Tower772_fiber_Tower772,0.00770017497523307,0.00798680391960037
0,-1.06,EMCAL,CEMC_0_Tower_771,6.61104603571171,0.242788913921816
0,-1.06,EMCAL,CEMC_0_Tower_772,14.1235828090274,0.51868483631266
0,-1.06,EMCAL,CEMC_0_Tower_781,0.309039395067126,0.0113493898971655
0,-1.06,EMCAL,CEMC_0_Tower_Lightguide_771_0_0,0.0440506212578333,0.0456903480316362
0,-1.06,EMCAL,CEMC_0_Tower_Lightguide_781_0_1,0.00905713548137672,0.00939427550616428
0,-1.06,EMCAL,CEMC_0_fiber_core_Tower771,0.00381295551669449,0.00229124398898951
0,-1.06,EMCAL,CEMC_0_fiber_core_Tower772,0.0325867479000075,0.0195817102821426
0,-1.06,EMCAL,CEMC_0_sec0,2.51145612787407e-26,4.52374269723131e-26
0,-1.06,EMCAL,CEMC_ELECTRONICS_0,0.152773544747528,0.0592613621964229
0,-1.06,EMCAL,CEMC_SPT_0,0.461438876624639,0.0486880357076721
0,-1.06,IHCAL,IHCalEnvelope,2.73873862828328e-26,4.93313370351775e-26
0,-1.06,IHCAL,av_7_impr_370_InnerHCalTile12_EJ200_pv_22,0.0494194499428156,0.0296966531932706
0,-1.06,IHCAL,av_7_impr_372_InnerHCalTile12_EJ200_pv_22,0.0476716832957232,0.0286464023296628
0,-1.06,IHCAL,av_7_impr_374_InnerHCalTile12_EJ200_pv_22,0.0460701198639671,0.0276840064742876
0,-1.06,IHCAL,av_7_impr_376_InnerHCalTile12_EJ200_pv_22,0.044598661313789,0.0267997919736513
0,-1.06,IHCAL,av_8_impr_23_InnerHCalSectorNoEndPlate_Aluminum_pv_0,0.156940580098397,0.0358970126782297
0,-1.06,IHCAL,av_8_impr_24_InnerHCalSectorNoEndPlate_Aluminum_pv_0,1.56534820126608,0.358042032159319
0,-1.06,MAGNET,CRYOINT,8.70955121267888e-27,1.56880179021362e-26
0,-1.06,MAGNET,CRYOSTAT,1.20766916784025,0.276230120991577
0,-1.06,OHCAL,HCAL_SPT_N1_0,0.978439753085554,0.223798486021747
0,-1.06,OHCAL,OHCal,7.3418386001743e-26,1.32244351725561e-25
0,-1.06,OHCAL,av_10_impr_448_OuterHCalTile12_EJ200_pv_22,0.13278192803462,0.0797900193494802
0,-1.06,OHCAL,av_10_impr_450_OuterHCalTile12_EJ200_pv_22,0.146481259064071,0.0880220875540466
0,-1.06,OHCAL,av_13_impr_23_OuterHCalSector_Steel_pv_0,37.0868666303849,3.8908305181905
0,-1.06,OHCAL,av_15_impr_1_HCalRing_alum_1_pv_4,0.372591311829962,0.0852227960172742
0,-1.055,EMCAL,CEMC_0,1.85230193156764e-27,3.33644583434934e-27
0,-1.055,EMCAL,CEMC_0_Tower771_fiber_Tower771,0.00228269309315131,0.00236766335859449
0,-1.055,EMCAL,CEMC_0_Tower772_fiber_Tower772,0.00457239719554919,0.00474259870208685
0,-1.055,EMCAL,CEMC_0_Tower781_fiber_Tower781,0.00211775906684413,0.00219658987883297
0,-1.055,EMCAL,CEMC_0_Tower_771,4.13433236174103,0.151832260504121
0,-1.055,EMCAL,CEMC_0_Tower_772,15.2691670490478,0.560756113980078
0,-1.055,EMCAL,CEMC_0_Tower_781,4.66823794348834,0.171439801523955
0,-1.055,EMCAL,CEMC_0_Tower_Lightguide_771_0_0,0.0111821112514879,0.0115983507206065
0,-1.055,EMCAL,CEMC_0_Tower_Lightguide_781_0_1,0.0621006158006943,0.0644122300183925
0,-1.055,EMCAL,CEMC_0_fiber_core_Tower771,0.0219988273252556,0.0132193204597117
0,-1.055,EMCAL,CEMC_0_fiber_core_Tower772,0.0341784466378608,0.0205381783420035
0,-1.055,EMCAL,CEMC_0_fiber_core_Tower781,0.0196608252662712,0.0118143910970589
0,-1.055,EMCAL,CEMC_0_sec0,1.82177447089654e-26,3.28145846039397e-26
0,-1.055,EMCAL,CEMC_ELECTRONICS_0,0.152176040988663,0.0590295885164553
0,-1.055,EMCAL,CEMC_SPT_0,0.45963416977094,0.0484976147522955
0,-1.055,IHCAL,IHCalEnvelope,2.88661636812907e-26,5.19949744297783e-26
0,-1.055,IHCAL,av_7_impr_370_InnerHCalTile12_EJ200_pv_22,0.0250252066556952,0.0150379027691333
0,-1.055,IHCAL,av_7_impr_372_InnerHCalTile12_EJ200_pv_22,0.0474852373373748,0.0285343650453392
0,-1.055,IHCAL,av_7_impr_374_InnerHCalTile12_EJ200_pv_22,0.0458899376875596,0.0275757331606313
0,-1.055,IHCAL,av_7_impr_376_InnerHCalTile12_EJ200_pv_22,0.0444242340736581,0.0266949768600953
0,-1.055,IHCAL,av_8_impr_23_InnerHCalSectorNoEndPlate_Aluminum_pv_0,0.156326862491574,0.0357566370742963
0,-1.055,IHCAL,av_8_impr_24_InnerHCalSectorNoEndPlate_Aluminum_pv_0,1.55922611814133,0.356641728328349
0,-1.055,MAGNET,CRYOINT,1.11045910364377e-26,2.00020665498737e-26
0,-1.055,MAGNET,CRYOSTAT,1.20659871103231,0.275985275448237
0,-1.055,OHCAL,HCAL_SPT_N1_0,0.775859034754742,0.177462206330882
0,-1.055,OHCAL,OHCal,7.00513352319556e-26,1.26179475193584e-25
0,-1.055,OHCAL,av_10_impr_448_OuterHCalTile12_EJ200_pv_22,0.132262612329527,0.0794779572279917
0,-1.055,OHCAL,av_10_impr_450_OuterHCalTile12_EJ200_pv_22,0.145908364699155,0.0876778294675853
0,-1.055,OHCAL,av_13_impr_23_OuterHCalSector_Steel_pv_0,38.3592249829902,4.02431525708012
0,-1.055,OHCAL,av_15_impr_1_HCalRing_alum_1_pv_4,0.578808178862887,0.132390771856949
0,-1.055,OHCAL,av_15_impr_1_RingSupport_alum_1_pv_2,0.0221925268207457,0.00507609578189904
0,-1.05,EMCAL,CEMC_0,1.84507536393273e-27,3.32342903019272e-27
0,-1.05,EMCAL,CEMC_0_Tower772_fiber_Tower772,0.00310565239080693,0.00322125623996776
0,-1.05,EMCAL,CEMC_0_Tower781_fiber_Tower781,0.00421806006355424,0.00437507183370013
0,-1.05,EMCAL,CEMC_0_Tower782_fiber_Tower782,0.00114923844501787,0.00119201734333918
0,-1.05,EMCAL,CEMC_0_Tower_771,0.71060074335162,0.0260966240105453
0,-1.05,EMCAL,CEMC_0_Tower_772,12.2288020063343,0.449099513396929
0,-1.05,EMCAL,CEMC_0_Tower_781,9.69487918181206,0.356041869084031
0,-1.05,EMCAL,CEMC_0_Tower_782,4.00535781053461,0.147095704285664
0,-1.05,EMCAL,CEMC_0_Tower_Lightguide_781_0_1,0.062072730610247,0.0643833068381946
0,-1.05,EMCAL,CEMC_0_fiber_core_Tower772,0.019464494429691,0.0116964138882512
