region,eta,subsystem,nsamples,meanX0,rmsX0,meanLambdaI,rmsLambdaI
SECTOR,-0.92,MAGNET,129,2.40616624224822,0.430812280760362,0.550362309415184,0.0985396759378318
SECTOR,-0.92,IHCAL,129,1.58284681425795,0.13489282691061,0.41699250515287,0.0313660217520134
SECTOR,-0.92,OHCAL,129,45.7470941088917,2.61836509796464,4.99789572489617,0.295577550648725
SECTOR,-0.92,OTHER,129,0.00539726871847112,0.0119248669211828,0.00127166946507821,0.00308934221398098
SECTOR,-0.9,PIPE,135,0.00323946440801966,0.00166421664290505,0.00278833905964272,0.000203789826608194
SECTOR,-0.9,MVTX,135,0.0321268632700297,0.0186320616542173,0.0136263354713139,0.0064800455649029
SECTOR,-0.9,INTT,135,0.0819197895637204,0.021159400002275,0.0358943134548156,0.00890766046632408
SECTOR,-0.9,TPC,135,0.06302534141722,0.0421492341507062,0.0225441229854171,0.00908890421575855
SECTOR,-0.9,EMCAL,135,22.4051236702607,2.75555830823389,0.974755816540784,0.104519873693501
SECTOR,-0.9,MAGNET,135,2.37363477172665,0.382780321033619,0.542921387449545,0.0875533276894073
SECTOR,-0.9,IHCAL,135,1.56771754115122,0.140165969912106,0.412055004388585,0.0325918185391437
SECTOR,-0.9,OHCAL,135,44.5005069740353,2.42821560815589,4.86022320858828,0.268596233038785
SECTOR,-0.9,OTHER,135,0.00775516710810135,0.0161476281268113,0.00180645527697313,0.00405388781533663
SECTOR,-0.88,PIPE,127,0.00350395921596734,0.00290588313760247,0.0027869442346197,0.000355834925482589
SECTOR,-0.88,MVTX,127,0.0299689194910121,0.0156574986954847,0.0131035955882694,0.0066305132074422
SECTOR,-0.88,INTT,127,0.0806118277814924,0.0210819577566282,0.0352815081483061,0.00890206956315287
SECTOR,-0.88,TPC,127,0.060250118215547,0.0174825457173861,0.0218027890715234,0.00343397757936116
SECTOR,-0.88,EMCAL,127,21.985115633873,2.82094552263858,0.960725561575376,0.10191543500793
SECTOR,-0.88,MAGNET,127,2.33398652283338,0.276618702395782,0.533852645048447,0.0632709848575238
SECTOR,-0.88,IHCAL,127,1.54605369820963,0.134740402907032,0.407902173462478,0.0324051015153587
SECTOR,-0.88,OHCAL,127,43.7217522306449,1.85828543206321,4.77258786754364,0.204146995311083
SECTOR,-0.88,OTHER,127,0.00454725516550213,0.0118360406056244,0.0010887010301132,0.00316889087140342
SECTOR,-0.86,PIPE,136,0.00356439805053285,0.00318786345260364,0.00276150502962991,0.000390366401442328
SECTOR,-0.86,MVTX,136,0.0305379637735424,0.0162001600493058,0.0126759121431113,0.00508431278552928
SECTOR,-0.86,INTT,136,0.0837661934896513,0.0147002961993719,0.0364606826147844,0.00668509234788989
SECTOR,-0.86,TPC,136,0.0579391200146992,0.000834108979183815,0.0212162734515712,0.000252983521986211
SECTOR,-0.86,EMCAL,136,21.7262055968685,2.6644715491493,0.949991240950372,0.103469099561508
SECTOR,-0.86,MAGNET,136,2.29529544214013,0.162204135582123,0.52500283569188,0.0371009455158287
SECTOR,-0.86,IHCAL,136,1.52259991549384,0.139199424032825,0.400907875767184,0.03345937878133
SECTOR,-0.86,OHCAL,136,42.5683566190964,1.31102679659847,4.64327163939045,0.135546771460638
SECTOR,-0.86,OTHER,136,0.00467004172604519,0.0136716760258066,0.00108609389624097,0.00335795737347184
